,url,emotion,headline,source,yr,sentiment,rel
68082,https://www.reuters.com/article/fitch-revises-pldts-lc-idr-outlook-to-st/fitch-revises-pldts-lc-idr-outlook-to-stable-affirms-idrs-idUSFit6cpxtN,neutral,Fitch ... IDRs,reuters,2017,0,1
68101,https://www.reuters.com/article/brief-eckert-ziegler-bebig-acquires-wolf/brief-eckert-ziegler-bebig-acquires-wolf-medizintechnik-gmbh-idUSL8N1OJ4WU,joy,BRIEF-Eckert ... GmbH,reuters,2017,1,1
68109,https://www.reuters.com/article/brief-secoo-holding-reports-q3-loss-per/brief-secoo-holding-reports-q3-loss-per-share-009-idUSASB0BUCY,sadness,BRIEF-Secoo ... $0.09,reuters,2017,-1,1
68112,https://www.reuters.com/article/brief-urbanimmersive-says-q1-revenue-imp-idUSFWN1G60Y4,sadness,BRIEF-Urbanimmersive ... marketplace,reuters,2017,-1,1
68131,https://www.reuters.com/article/brief-townsquare-media-posts-qtrly-dilut/brief-townsquare-media-posts-qtrly-diluted-net-income-per-share-of-051-idUSFWN1ND0I3,neutral,BRIEF-Townsquare ... $0.51​,reuters,2017,0,1
68140,https://www.reuters.com/article/canada-stocks-open/canada-stocks-tsx-turns-positive-shortly-after-open-idUSL2N1MU0SZ,neutral,CANADA ... open,reuters,2017,0,1
68147,https://www.reuters.com/article/us-ecb-banks-challenge/eu-court-rejects-rare-challenge-to-ecb-authority-by-german-bank-idUSKCN18C0VW,neutral,EU ... bank,reuters,2017,0,1
68149,https://www.reuters.com/article/usa-bonds-fed/treasuries-us-yields-hit-session-lows-after-fed-statement-idUSL1N1OD1UW,neutral,TREASURIES-U.S. ... statement,reuters,2017,0,1
68156,https://www.reuters.com/article/usa-livestock/livestock-live-cattle-hit-daily-price-limit-after-higher-cash-prices-idUSL2N1N9250,neutral,LIVESTOCK-Live ... prices,reuters,2017,0,1
68165,https://www.reuters.com/article/brief-weingarten-realty-investors-q4-ear-idUSASB0B1ET,neutral,BRIEF-Weingarten ... $0.34,reuters,2017,0,1
68176,https://www.reuters.com/article/us-bouygues-results/bouygues-shares-rise-as-bouygues-telecom-raises-profitability-goals-idUSKBN1DG0MJ,joy,Bouygues ... goals,reuters,2017,1,1
68183,https://www.reuters.com/article/us-delivery-hero-ipo/delivery-hero-aims-to-raise-around-1-billion-euros-via-listing-idUSKBN19A0H2,joy,Delivery ... listing,reuters,2017,1,1
68187,https://www.reuters.com/article/usa-canada-paper/us-says-producers-harmed-by-groundwood-paper-imports-from-canada-idUSL2N1M10L7,sadness,U.S. ... Canada,reuters,2017,-1,1
68188,https://www.reuters.com/article/brief-nif-group-acquires-agency-intermed/brief-nif-group-acquires-agency-intermediaries-idUSASB0BTRF,neutral,BRIEF-NIF ... Intermediaries,reuters,2017,0,1
68192,https://www.reuters.com/article/brief-giant-network-groups-net-profits-u/brief-giant-network-groups-net-profits-up-in-q3-jan-sept-idUSL4N1N40BE,joy,BRIEF-Giant ... Jan-Sept,reuters,2017,1,1
68202,https://www.reuters.com/article/usa-stocks-idUSL3N1KJ4HK,sadness,US ... stocks,reuters,2017,-1,1
68207,https://www.reuters.com/article/brief-indias-sunteck-realty-sept-qtr-con/brief-indias-sunteck-realty-sept-qtr-consol-profit-falls-idUSFWN1NJ0HI,sadness,BRIEF-India's ... falls,reuters,2017,-1,1
68212,https://www.reuters.com/article/us-chevron-schlumberger-brazil/exclusive-chevron-nears-schlumberger-deal-to-drill-wells-in-brazil-sources-idUSKBN1E833B,neutral,Exclusive: ... sources,reuters,2017,0,1
68217,https://www.reuters.com/article/brief-kangmei-pharmaceutical-says-contro/brief-kangmei-pharmaceutical-says-controlling-shareholder-issues-2017-1st-tranche-non-public-exchangeable-bonds-worth-2-bln-yuan-idUSL3N1NE2OU,neutral,BRIEF-Kangmei ... yuan,reuters,2017,0,1
68229,https://www.reuters.com/article/brief-global-estate-resorts-to-allocate/brief-global-estate-resorts-to-allocate-45-bln-pesos-to-accelerate-projects-in-twin-lakes-idUSFWN1M10VG,neutral,BRIEF-Global-Estate ... Lakes,reuters,2017,0,1
68233,https://www.reuters.com/article/us-global-oil/gasoline-jumps-4-percent-oil-mixed-as-storm-hits-more-refineries-idUSKCN1B903Z,neutral,Gasoline ... refineries,reuters,2017,0,1
68238,https://www.reuters.com/article/us-usa-oil-imports-kemp/saudi-arabia-curtails-crude-flow-to-united-states-kemp-idUSKBN1A615T,neutral,Saudi ... Kemp,reuters,2017,0,1
68240,https://www.reuters.com/article/brief-espey-mfg-electronics-corp-reports/brief-espey-mfg-electronics-corp-reports-q1-earnings-per-share-019-idUSL8N1NK9WS,neutral,BRIEF-Espey ... $0.19,reuters,2017,0,1
68241,https://www.reuters.com/article/brief-giant-networks-unit-to-invest-in-f/brief-giant-networks-unit-to-invest-in-financial-information-provider-idUSH9N1M901B,joy,BRIEF-Giant ... provider,reuters,2017,1,1
68244,https://www.reuters.com/article/fitch-affirms-tenet-healthcare-corps-idr/fitch-affirms-tenet-healthcare-corps-idr-at-b-outlook-stable-idUSFit1N1CS5,neutral,Fitch ... Stable,reuters,2017,0,1
68245,https://www.reuters.com/article/brief-muyuan-foods-net-profit-up-strongl-idUSH9N1HW01A,joy,BRIEF-Muyuan ... Q1,reuters,2017,1,1
68248,https://www.reuters.com/article/brief-continental-materials-q1-loss-per-idUSASA09Q7Q,sadness,BRIEF-Continental ... $0.25,reuters,2017,-1,1
68259,https://www.reuters.com/article/brief-eagle-bulk-shipping-q1-loss-per-sh-idUSASA09NWS,sadness,BRIEF-Eagle ... $0.17,reuters,2017,-1,1
68271,https://www.reuters.com/article/brief-insperity-reports-q3-earnings-091/brief-insperity-reports-q3-earnings-091-shr-idUSASB0BQ7F,neutral,BRIEF-Insperity ... $0.91/shr,reuters,2017,0,1
68272,https://www.reuters.com/article/brief-fujian-star-net-communications-uni/brief-fujian-star-net-communications-unit-to-set-up-network-firm-in-malaysia-idUSL3N1O8322,neutral,BRIEF-Fujian ... Malaysia,reuters,2017,0,1
68281,https://www.reuters.com/article/brief-legend-holdings-notes-recent-incre/brief-legend-holdings-notes-recent-increases-in-both-price-and-trading-volume-of-ordinary-shares-idUSFWN1OL0NO,neutral,BRIEF-Legend ... Shares,reuters,2017,0,1
68283,https://www.reuters.com/article/fitch-rates-cosan-limiteds-proposed-glob/fitch-rates-cosan-limiteds-proposed-global-notes-issuance-bb-idUSFit5fP9xS,neutral,Fitch ... 'BB(EXP)',reuters,2017,0,1
68284,https://www.reuters.com/article/brief-servicemaster-q3-adjusted-earnings/brief-servicemaster-q3-adjusted-earnings-per-share-073-idUSASB0BPU3,neutral,BRIEF-Servicemaster ... $0.73,reuters,2017,0,1
68290,https://www.reuters.com/article/brief-petrokent-turizm-q1-net-loss-shrin-idUSFWN1I40RL,sadness,BRIEF-Petrokent ... lira,reuters,2017,-1,1
68291,https://www.reuters.com/article/brief-dht-holdings-reports-q2-earnings-p/brief-dht-holdings-reports-q2-earnings-per-share-004-idUSASB0BECZ,neutral,BRIEF-DHT ... $0.04,reuters,2017,0,1
68299,https://www.reuters.com/article/brief-jjill-announces-reports-q3-earning/brief-jjill-announces-reports-q3-earnings-per-share-014-idUSASB0BWHU,surprise,BRIEF-J.Jill ... $0.14,reuters,2017,0,1
68307,https://www.reuters.com/article/brief-nathan-miller-reports-78-pct-stake/brief-nathan-miller-reports-78-pct-stake-in-destination-maternity-corp-idUSFWN1OR024,sadness,BRIEF-Nathan ... Corp,reuters,2017,-1,1
68316,https://www.reuters.com/article/usa-bonds/treasuries-us-yields-hold-rise-after-sp-case-shiller-home-price-data-idUSL2N1M70M8,neutral,TREASURIES-U.S. ... data,reuters,2017,0,1
68319,https://www.reuters.com/article/brief-kongsberg-gruppen-q2-ebitda-at-nok/brief-kongsberg-gruppen-q2-ebitda-at-nok-207-mln-below-expectations-idUSL8N1LA0K9,sadness,BRIEF-Kongsberg ... expectations,reuters,2017,-1,1
68324,https://www.reuters.com/article/us-mexico-economy-trump/mexico-economy-starts-year-well-despite-trumps-threats-idUSKBN17E2H4,neutral,Mexico ... threats,reuters,2017,0,1
68332,https://www.reuters.com/article/brief-kura-oncology-prices-public-offeri/brief-kura-oncology-prices-public-offering-of-770-mln-common-shares-at-650-per-share-idUSASB0BFB9,neutral,BRIEF-Kura ... share,reuters,2017,0,1
68338,https://www.reuters.com/article/brief-safilo-fy-adjusted-net-profit-rise-idUSFWN1GS0V5,neutral,BRIEF-Safilo ... mln,reuters,2017,0,1
68340,https://www.reuters.com/article/brief-fitch-says-apac-banks-face-modest/brief-fitch-says-apac-banks-face-modest-initial-ifrs-9-provisioning-impact-idUSFWN1OC0A6,fear,BRIEF-‍Fitch ... impact​,reuters,2017,-1,1
68351,https://www.reuters.com/article/brief-panora-reit-q3-non-consolidated-ne/brief-panora-reit-q3-non-consolidated-net-profit-up-at-102-million-lira-idUSFWN1NE1FR,surprise,BRIEF-Panora ... lira,reuters,2017,0,1
68352,https://www.reuters.com/article/brief-payment-data-systems-q1-revenue-idUSASA09PYL,surprise,BRIEF-Payment ... million,reuters,2017,0,1
68358,https://www.reuters.com/article/us-usa-fed-harker/rate-hike-plans-may-need-rethink-if-inflation-wanes-feds-harker-idUSKBN19I22J,neutral,Rate ... Harker,reuters,2017,0,1
68361,https://www.reuters.com/article/brief-indias-trent-sept-qtr-profit-up-ab/brief-indias-trent-sept-qtr-profit-up-about-38-pct-idUSFWN1NF0ZU,surprise,BRIEF-India's ... pct,reuters,2017,0,1
68369,https://www.reuters.com/article/us-liberty-global-m-a-deutsche-telekom/deutsche-telekom-buys-austrian-cable-unit-from-liberty-global-idUSKBN1EF2K2,neutral,Deutsche ... Global,reuters,2017,0,1
68374,https://www.reuters.com/article/brief-cdl-investments-new-zealand-says-h/brief-cdl-investments-new-zealand-says-hy-after-tax-operating-profit-nz2039-million-idUSFWN1KP1HJ,neutral,BRIEF-CDL ... ​,reuters,2017,0,1
68376,https://www.reuters.com/article/uk-global-forex/dollar-softens-against-euro-before-heavy-data-week-idUSKCN1C802T,neutral,Dollar ... week,reuters,2017,0,1
68378,https://www.reuters.com/article/brief-syncordia-technologies-and-healthc/brief-syncordia-technologies-and-healthcare-solutions-finalizes-q1-2018-financial-report-idUSASB0BHLC,neutral,BRIEF-Syncordia ... report,reuters,2017,0,1
68382,https://www.reuters.com/article/brief-abadon-real-estate-signs-contracts/brief-abadon-real-estate-signs-contracts-worth-1347-mln-zlotys-net-idUSFWN1ML0KP,neutral,BRIEF-Abadon ... net,reuters,2017,0,1
68392,https://www.reuters.com/article/us-usa-fed-dudley/debt-load-could-snag-students-hurt-u-s-economy-feds-dudley-idUSKBN1751RY,sadness,Debt ... Dudley,reuters,2017,-1,1
68399,https://www.reuters.com/article/uk-china-yuan/chinas-yuan-weakens-prompting-dollar-sales-by-state-banks-idUSKBN16G0AH,neutral,China's ... banks,reuters,2017,0,1
68401,https://www.reuters.com/article/brief-univar-reports-q3-earnings-per-sha/brief-univar-reports-q3-earnings-per-share-of-028-idUSASB0BR87,neutral,BRIEF-Univar ... $0.28,reuters,2017,0,1
68403,https://www.reuters.com/article/us-toshiba-results/chip-boom-drives-toshiba-profit-surge-raises-questions-about-future-earnings-idUSKBN1D90G1,fear,Chip ... earnings,reuters,2017,-1,1
68406,https://www.reuters.com/article/brief-energy-transfer-partners-q2-revenu/brief-energy-transfer-partners-q2-revenue-658-billion-idUSASB0BED4,joy,BRIEF-Energy ... billion,reuters,2017,1,1
68409,https://www.reuters.com/article/brief-tinc-acquires-additional-participa/brief-tinc-acquires-additional-participation-in-a11-highway-idUSFWN1O00WI,neutral,BRIEF-Tinc ... Highway,reuters,2017,0,1
68441,https://www.reuters.com/article/brief-universal-stainless-forecasts-q3-2/brief-universal-stainless-forecasts-q3-2017-loss-per-share-about-004-idUSASB0BNLQ,sadness,BRIEF-Universal ... $0.04,reuters,2017,-1,1
68443,https://www.reuters.com/article/brief-central-european-media-q1-revenue-idUSASA09KC5,neutral,BRIEF-Central ... mln,reuters,2017,0,1
68450,https://www.reuters.com/article/us-natural-one-stake-gavea/owner-of-brazil-juice-maker-natural-one-sells-stake-to-gvea-sources-idUSKBN14M127,neutral,Owner ... sources,reuters,2017,0,1
68453,https://www.reuters.com/article/global-markets-idUSL3N1JV02J,sadness,GLOBAL ... waters,reuters,2017,-1,1
68455,https://www.reuters.com/article/brief-eservglobal-to-raise-c158-mln-stg/brief-eservglobal-to-raise-c158-mln-stg-from-subscriptions-for-shares-idUSFWN1MV00Q,joy,BRIEF-Eservglobal ... shares,reuters,2017,1,1
68456,https://www.reuters.com/article/brief-omega-protein-q1-adjusted-earnings-idUSASA09NUM,neutral,BRIEF-Omega ... $0.27,reuters,2017,0,1
68484,https://www.reuters.com/article/starbucks-results-stocks-idUSL3N1KJ4E7,fear,Starbucks ... growth,reuters,2017,-1,1
68487,https://www.reuters.com/article/usa-bonds/treasuries-government-corporate-supply-lift-us-bond-yields-idUSL2N1LU1FJ,neutral,"TREASURIES-Government, ... yields",reuters,2017,0,1
68490,https://www.reuters.com/article/us-global-forex/dollar-gains-broadly-after-trump-says-to-announce-major-tax-plan-idUSKBN15O035,neutral,Dollar ... plan,reuters,2017,0,1
68491,https://www.reuters.com/article/brief-softship-short-fy-profit-after-tax/brief-softship-short-fy-profit-after-tax-of-034-million-euros-idUSFWN1M90ZV,sadness,BRIEF-Softship ... euros​,reuters,2017,-1,1
68501,https://www.reuters.com/article/brief-sound-financial-bancorp-q1-earning-idUSASA09L6R,neutral,BRIEF-SOUND ... $0.54,reuters,2017,0,1
68512,https://www.reuters.com/article/us-usa-fed-evans-rates/feds-evans-says-worth-waiting-until-year-end-to-assess-next-rate-hike-idUSKBN19B00J,neutral,Fed's ... hike,reuters,2017,0,1
68514,https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-wall-st-opens-lower-as-nkorea-tensions-escalate-idUSL4N1KW5AC,anger,US ... escalate,reuters,2017,-1,1
68519,https://www.reuters.com/article/brief-rinnai-to-retire-treasury-shares/brief-rinnai-to-retire-treasury-shares-idUSL4N1KT2Q2,sadness,BRIEF- ... shares,reuters,2017,-1,1
68522,https://www.reuters.com/article/sri-lanka-forex/sri-lankan-rupee-ends-higher-on-weak-demand-for-dollars-idUSL4N1OR2VJ,neutral,Sri ... dollars,reuters,2017,0,1
68523,https://www.reuters.com/article/brief-peabody-energy-adds-incremental-re/brief-peabody-energy-adds-incremental-revolving-credit-facility-in-aggregate-principal-amount-of-270-mln-idUSFWN1NQ0IM,neutral,BRIEF-Peabody ... mln,reuters,2017,0,1
68528,https://www.reuters.com/article/brief-pg-files-for-potential-debt-shelf/brief-pg-files-for-potential-debt-shelf-offering-idUSFWN1MV13L,neutral,BRIEF-P&G ... offering,reuters,2017,0,1
68535,https://www.reuters.com/article/brief-main-shareholder-makes-25000-euro/brief-main-shareholder-makes-25000-euro-payment-for-visibilia-editore-capital-increase-idUSFWN1M10CB,joy,BRIEF-Main ... increase‍​,reuters,2017,1,1
68537,https://www.reuters.com/article/brief-russias-cherkizovo-says-q2-net-pro/brief-russias-cherkizovo-says-q2-net-profit-up-64-pct-q-q-idUSFWN1L9075,surprise,BRIEF-Russia's ... q/q,reuters,2017,0,1
68538,https://www.reuters.com/article/brief-northeast-pharmaceutical-group-cut/brief-northeast-pharmaceutical-group-cuts-share-issue-size-to-132-bln-yuan-idUSL4N1M13O3,neutral,BRIEF-Northeast ... yuan,reuters,2017,0,1
68543,https://www.reuters.com/article/brief-centrum-finansowe-banku-bps-q2-net/brief-centrum-finansowe-banku-bps-q2-net-result-turns-to-profit-of-33126-zlotys-idUSFWN1KX01S,joy,BRIEF-Centrum ... zlotys,reuters,2017,1,1
68547,https://www.reuters.com/article/brief-killam-apartment-reit-increases-cr/brief-killam-apartment-reit-increases-credit-facility-idUSASB0BYCG,neutral,BRIEF-Killam ... Facility,reuters,2017,0,1
68551,https://www.reuters.com/article/brief-tkh-group-sells-its-506-pct-intere/brief-tkh-group-sells-its-506-pct-interest-in-nedap-idUSFWN1M20NO,neutral,BRIEF-TKH ... ‍​,reuters,2017,0,1
68555,https://www.reuters.com/article/brief-sanquan-food-sees-fy-2017-net-prof/brief-sanquan-food-sees-fy-2017-net-profit-to-up-80-pct-to-110-pct-idUSL4N1N12XR,joy,BRIEF-Sanquan ... pct,reuters,2017,1,1
68557,https://www.reuters.com/article/brief-radiant-logistics-announces-q4-adj/brief-radiant-logistics-announces-q4-adjusted-earnings-per-share-007-idUSASB0BJ7M,surprise,BRIEF-Radiant ... $0.07,reuters,2017,0,1
68558,https://www.reuters.com/article/britain-stocks/ftse-edges-up-but-profit-warnings-sink-pendragon-dialight-idUSL8N1MY1XO,sadness,FTSE ... Dialight,reuters,2017,-1,1
68559,https://www.reuters.com/article/us-uber-tech-management-breakingviews/cox-kalanick-gives-future-uber-investors-a-lift-idUSKBN16G2NS,neutral,Cox: ... lift,reuters,2017,0,1
68560,https://www.reuters.com/article/brief-rnb-acquires-e-commerce-player-fro/brief-rnb-acquires-e-commerce-player-frontmencom-idUSASM000EV7,neutral,BRIEF-RNB ... Frontmen.com,reuters,2017,0,1
68561,https://www.reuters.com/article/usa-stocks/us-stocks-wall-street-slips-in-holiday-wind-down-idUSL1N1OM1M3,neutral,US ... wind-down,reuters,2017,0,1
68564,https://www.reuters.com/article/fitch-overcapacity-online-shift-differen/fitch-overcapacity-online-shift-differentiate-eu-us-retail-idUSFit2x4WJj,neutral,Fitch: ... Retail,reuters,2017,0,1
68579,https://www.reuters.com/article/brief-aqua-america-reports-q3-earnings-p/brief-aqua-america-reports-q3-earnings-per-share-043-idUSASB0BQ0N,neutral,BRIEF-Aqua ... $0.43,reuters,2017,0,1
68585,https://www.reuters.com/article/brief-hengtai-securities-says-hy-total-r/brief-hengtai-securities-says-hy-total-revenue-and-other-income-rmb185-bln-idUSFWN1LB06Z,neutral,BRIEF-Hengtai ... bln,reuters,2017,0,1
68587,https://www.reuters.com/article/brief-icahn-enterprises-says-q4-net-loss-idUSL5N1GE562,sadness,BRIEF-Icahn ... unit,reuters,2017,-1,1
68592,https://www.reuters.com/article/brief-vici-properties-announces-850-mln/brief-vici-properties-announces-850-mln-common-stock-private-placement-idUSASB0BVV4,joy,BRIEF-VICI ... Placement,reuters,2017,1,1
68603,https://www.reuters.com/article/brief-the-st-joe-company-q3-earnings-per/brief-the-st-joe-company-q3-earnings-per-share-008-idUSASB0BR0I,neutral,BRIEF-The ... $0.08,reuters,2017,0,1
68605,https://www.reuters.com/article/brief-synektik-q1-net-result-turns-to-pr-idUSFWN1IC132,surprise,BRIEF-Synektik ... ZLOTYS,reuters,2017,0,1
68612,https://www.reuters.com/article/brief-mtn-group-posts-full-year-headline-idUSFWN1GE1CG,sadness,BRIEF-MTN ... c/shr,reuters,2017,-1,1
68631,https://www.reuters.com/article/fitch-upgrades-serbia-to-bb-outlook-stab/fitch-upgrades-serbia-to-bb-outlook-stable-idUSFit1QzTMd,neutral,Fitch ... Stable,reuters,2017,0,1
68634,https://www.reuters.com/article/brief-seaspine-sees-fy-2017-revenue-130/brief-seaspine-sees-fy-2017-revenue-130-million-to-132-million-idUSASB0BOQ4,neutral,BRIEF-Seaspine ... million,reuters,2017,0,1
68639,https://www.reuters.com/article/global-markets/global-markets-global-stocks-close-higher-as-us-tax-vote-nears-dollar-struggles-idUSL1N1OI1WO,fear,GLOBAL ... struggles,reuters,2017,-1,1
68643,https://www.reuters.com/article/brief-chart-acquires-vct-vogel/brief-chart-acquires-vct-vogel-idUSASB0BHUK,neutral,BRIEF-Chart ... Vogel,reuters,2017,0,1
68650,https://www.reuters.com/article/us-alcoa-results/alcoa-beats-revenue-estimates-sees-higher-aluminum-demand-idUSKBN1582SI,neutral,Alcoa ... demand,reuters,2017,0,1
68654,https://www.reuters.com/article/us-usa-economy-lending/u-s-small-business-borrowing-up-in-february-idUSKBN1750T7,neutral,U.S. ... February,reuters,2017,0,1
68662,https://www.reuters.com/article/brief-amplifon-q3-net-profit-up-at-eur-1/brief-amplifon-q3-net-profit-up-at-eur-101-mln-idUSFWN1N00JB,neutral,BRIEF-Amplifon ... mln,reuters,2017,0,1
68670,https://www.reuters.com/article/canada-forex/canada-fx-debt-c-dips-ahead-of-fed-decision-as-oil-prices-fall-idUSL1N1OC2A0,neutral,CANADA ... fall,reuters,2017,0,1
68671,https://www.reuters.com/article/brief-exco-resources-reports-q2-earnings/brief-exco-resources-reports-q2-earnings-per-share-613-idUSASB0BE6E,neutral,BRIEF-EXCO ... $6.13,reuters,2017,0,1
68672,https://www.reuters.com/article/brief-fennec-pharmaceuticals-q3-loss-per/brief-fennec-pharmaceuticals-q3-loss-per-share-015-idUSASB0BTEF,sadness,BRIEF-Fennec ... $0.15‍​,reuters,2017,-1,1
68691,https://www.reuters.com/article/brief-tapestry-reports-q1-earnings-per-s/brief-tapestry-reports-q1-earnings-per-share-042-idUSASB0BRRA,neutral,BRIEF-Tapestry ... $0.42,reuters,2017,0,1
68706,https://www.reuters.com/article/belgium-economy-cenbank/belgian-cenbank-ups-2017-2018-growth-forecasts-slowdown-thereafter-idUSL8N1OF1VZ,sadness,Belgian ... thereafter,reuters,2017,-1,1
68716,https://www.reuters.com/article/us-home-cap-grp-divestiture-exclusive/exclusive-home-capital-plans-c2-billion-in-asset-sales-to-ease-loan-burden-idUSKBN187228,neutral,Exclusive: ... burden,reuters,2017,0,1
68717,https://www.reuters.com/article/brief-willis-lease-finance-reports-q3-ea/brief-willis-lease-finance-reports-q3-earnings-080-shr-idUSASB0BRU3,neutral,BRIEF-Willis ... $0.80/shr,reuters,2017,0,1
68719,https://www.reuters.com/article/brief-naturex-h1-current-operating-incom/brief-naturex-h1-current-operating-income-stable-at-181-million-euros-idUSFWN1LU0DU,joy,BRIEF-Naturex ... euros,reuters,2017,1,1
68725,https://www.reuters.com/article/brief-saudi-indian-company-for-cooperati/brief-saudi-indian-company-for-cooperative-insurance-posts-q3-loss-idUSFWN1N61D4,sadness,BRIEF-Saudi ... loss,reuters,2017,-1,1
68727,https://www.reuters.com/article/us-usa-puertorico-relief-factbox/factbox-relief-efforts-in-puerto-rico-after-hurricane-maria-idUSKCN1C50TQ,neutral,Factbox: ... Maria,reuters,2017,0,1
68733,https://www.reuters.com/article/brief-citigroup-reports-q1-earnings-per-idUSB8N1HK02S,neutral,BRIEF-Citigroup ... $1.35,reuters,2017,0,1
68737,https://www.reuters.com/article/fitch-affirms-telefonica-del-peru-at-bbb/fitch-affirms-telefonica-del-peru-at-bbb-outlook-stable-idUSFit4dY7BD,neutral,Fitch ... Stable,reuters,2017,0,1
68745,https://www.reuters.com/article/brief-saic-reports-q1-earnings-per-share-idUSASA09TK7,neutral,BRIEF-SAIC ... $1.08,reuters,2017,0,1
68749,https://www.reuters.com/article/brief-telenor-prices-90-mln-common-share/brief-telenor-prices-90-mln-common-shares-of-veon-at-415-per-ads-share-idUSFWN1M10T6,neutral,BRIEF-Telenor ... ADS/share,reuters,2017,0,1
68751,https://www.reuters.com/article/britain-stocks/domestic-banks-help-britains-ftse-edge-ahead-idUSL8N1ML1UO,joy,Domestic ... ahead,reuters,2017,1,1
68753,https://www.reuters.com/article/brief-indias-s-p-apparels-sept-qtr-profi/brief-indias-s-p-apparels-sept-qtr-profit-falls-idUSFWN1NK10T,sadness,BRIEF-India's ... falls,reuters,2017,-1,1
68759,https://www.reuters.com/article/eurozone-greece-bonds/update-2-greece-to-tap-bond-markets-soon-in-debt-management-exercise-idUSL8N1N6459,neutral,UPDATE ... exercise,reuters,2017,0,1
68765,https://www.reuters.com/article/brief-umanis-9-month-revenue-increases-t/brief-umanis-9-month-revenue-increases-to-1402-million-euros-idUSFWN1MU0X5,neutral,BRIEF-Umanis ... euros,reuters,2017,0,1
68786,https://www.reuters.com/article/usa-stocks/us-stocks-whipsawed-by-washington-wall-st-ends-modestly-lower-idUSL1N1O126T,neutral,US ... lower,reuters,2017,0,1
68799,https://www.reuters.com/article/brief-proqr-q2-loss-per-share-eur-047/brief-proqr-q2-loss-per-share-eur-047-idUSASB0BG3I,sadness,BRIEF-ProQR ... 0.47,reuters,2017,-1,1
68816,https://www.reuters.com/article/brief-moodys-says-cubas-structural-ineff/brief-moodys-says-cubas-structural-inefficiencies-directly-hinder-economic-growth-idUSFWN1O7164,sadness,BRIEF-Moody's ... growth,reuters,2017,-1,1
68817,https://www.reuters.com/article/brief-indias-tvs-motor-june-qtr-profit-u/brief-indias-tvs-motor-june-qtr-profit-up-about-7-pct-idUSFWN1KX0H6,surprise,BRIEF-India's ... pct,reuters,2017,0,1
68818,https://www.reuters.com/article/fitch-upgrades-pldts-foreign-currency-id/fitch-upgrades-pldts-foreign-currency-idr-to-bbb-on-sovereign-uplift-idUSFit138h5c,neutral,Fitch ... Uplift,reuters,2017,0,1
68829,https://www.reuters.com/article/brief-spartan-motors-q2-earnings-per-sha/brief-spartan-motors-q2-earnings-per-share-003-idUSASB0BCHN,neutral,BRIEF-Spartan ... $0.03,reuters,2017,0,1
68830,https://www.reuters.com/article/brief-sp-floridas-series-2017a-bonds-rat-idUSFWN1JC0MG,neutral,BRIEF-S&P ... outlook,reuters,2017,0,1
68834,https://www.reuters.com/article/brief-palestines-vegetable-oil-industrie/brief-palestines-vegetable-oil-industries-9-month-income-rises-idUSFWN1MZ06B,joy,BRIEF-Palestine's ... rises,reuters,2017,1,1
68843,https://www.reuters.com/article/brief-global-blood-therapeutics-prices-idUSASB0B1IZ,neutral,BRIEF-Global ... offering,reuters,2017,0,1
68846,https://www.reuters.com/article/brief-stockmann-q1-revenue-eur-2427-mill-idUSFWN1HZ1NO,surprise,BRIEF-Stockmann ... expectations,reuters,2017,0,1
68856,https://www.reuters.com/article/us-global-markets/shares-extend-run-of-record-highs-dollar-eases-idUSKCN1C802R,neutral,Shares ... eases,reuters,2017,0,1
68861,https://www.reuters.com/article/us-salesforce-com-results/salesforce-com-forecasts-lower-than-expected-q1-profit-shares-fall-idUSKBN1672LW,sadness,Salesforce.com ... fall,reuters,2017,-1,1
68863,https://www.reuters.com/article/brief-colfax-reports-q3-earnings-037-shr/brief-colfax-reports-q3-earnings-037-shr-idUSASB0BRDD,neutral,BRIEF-Colfax ... $0.37/shr,reuters,2017,0,1
68870,https://www.reuters.com/article/brief-skanska-gets-63-mln-warehouse-buil/brief-skanska-gets-63-mln-warehouse-build-contract-in-us-idUSASM000EWV,neutral,BRIEF-Skanska ... U.S.,reuters,2017,0,1
68872,https://www.reuters.com/article/brief-cathay-financial-holding-unit-cath/brief-cathay-financial-holding-unit-cathay-securities-says-resignation-of-chairman-stanley-chu-idUSL4N1MO4OG,sadness,BRIEF-Cathay ... Chu,reuters,2017,-1,1
68876,https://www.reuters.com/article/brief-courts-asia-says-qtrly-revenue-s17/brief-courts-asia-says-qtrly-revenue-s1765-million-idUSFWN1NF0RE,surprise,BRIEF-Courts ... million,reuters,2017,0,1
68889,https://www.reuters.com/article/brief-noratis-h1-pre-tax-profit-adj-for/brief-noratis-h1-pre-tax-profit-adj-for-ipo-costs-of-eur-69-mln-idUSFWN1MA0DD,neutral,BRIEF-Noratis ... mln,reuters,2017,0,1
68891,https://www.reuters.com/article/brief-global-brands-group-holding-update-idUSFWN1J60BX,neutral,BRIEF-Global ... Brands,reuters,2017,0,1
68896,https://www.reuters.com/article/brief-ground-international-development-e/brief-ground-international-development-expects-group-to-record-75-fall-in-hy-net-profit-idUSFWN1MJ014,sadness,BRIEF-Ground ... profit,reuters,2017,-1,1
68902,https://www.reuters.com/article/us-uber-brazil/uber-ceo-heads-to-brazil-amid-new-legislative-threat-idUSKBN1CW2MB,fear,Uber ... threat,reuters,2017,-1,1
