emotion,headline,url
fear,Speaking ... antiscience,https://slate.com/technology/2005/10/speaking-out-against-antiscience.html
disgust,Water ... Stone,https://slate.com/news-and-politics/2005/10/scott-mcclellan-s-shocking-admission.html
fear,The ... War,https://slate.com/news-and-politics/2005/10/the-ups-and-downs-of-preparing-for-war.html
neutral,Theories ... Erotic,https://slate.com/news-and-politics/2005/10/are-young-women-s-lives-all-that-grim.html
surprise,George ... Who?,https://slate.com/news-and-politics/2005/10/george-who.html
anger,"First, ... Lawyers",https://slate.com/news-and-politics/2005/10/put-a-manager-in-charge-of-dhs.html
neutral,Let’s ... Twist,https://slate.com/culture/2005/10/is-santiago-calatrava-overrated.html
sadness,The ... Crunk,https://slate.com/culture/2005/10/the-astros-get-crunk.html
disgust,The ... Discontents,https://slate.com/culture/2005/10/the-umpire-and-his-discontents.html
neutral,Zen ... News,https://slate.com/news-and-politics/2005/10/zen-news.html
neutral,Weighty ... Waiting,https://slate.com/news-and-politics/2005/10/weighty-waiting.html
neutral,Speaking ... Conditions,https://slate.com/news-and-politics/2005/10/speaking-to-me-terms-and-conditions.html
neutral,Green ... Good,https://slate.com/business/2005/10/a-wal-mart-scheme-even-yuppies-can-love.html
neutral,Snake ... Grass,https://slate.com/human-interest/2005/10/snake-in-the-grass.html
neutral,The ... Brontosaurus,https://slate.com/technology/2005/10/monty-python-s-flying-creationism.html
joy,Laugh ... Scream,https://slate.com/news-and-politics/2005/10/the-legend-of-zorro-and-kiss-kiss-bang-bang-teeter-deftly-between-giggles-and-thrills.html
neutral,Supreme ... Failure,https://slate.com/news-and-politics/2005/10/supreme-failure.html
neutral,To ... Mockingbird,https://slate.com/news-and-politics/2005/10/how-do-bird-culls-work.html
neutral,Plamegate ... Plamegate,https://slate.com/news-and-politics/2005/10/slate-s-take-on-plamegate.html
neutral,The ... Report,https://slate.com/news-and-politics/2005/10/robert-novak-has-a-lot-of-explaining-to-do.html
fear,Arriving ... Zone,https://slate.com/news-and-politics/2005/10/a-slatesoldier-goes-to-war-arriving-in-a-combat-zone.html
neutral,Cheney ... Bullet,https://slate.com/news-and-politics/2005/10/cheney-s-dodges-a-bullet.html
neutral,Hijab ... Chic,https://slate.com/culture/2005/10/hijab-chic.html
neutral,You ... …,https://slate.com/business/2005/10/you-know-the-donald-meet-the-donny.html
anger,Zero!!! ... Zero!!!,https://slate.com/news-and-politics/2005/10/zero.html
joy,Kickback ... Dough,https://slate.com/news-and-politics/2005/10/kickback-and-enjoy-the-dough.html
neutral,Harriet ... Miers,https://slate.com/news-and-politics/2005/10/slate-s-harriet-miers-coverage.html
neutral,What ... Jury?,https://slate.com/news-and-politics/2005/10/what-is-a-grand-jury.html
surprise,Mostly ... Patches,https://slate.com/news-and-politics/2005/10/funny-with-dark-patches.html
surprise,Scooter ... Who?,https://slate.com/news-and-politics/2005/10/how-bush-will-deal-with-the-libby-indictment.html
neutral,Audio ... Martini,https://slate.com/technology/2005/10/audio-martini.html
neutral,Extreme ... Television,https://slate.com/news-and-politics/2005/10/real-life-survival-stories.html
fear,A ... Military,https://slate.com/news-and-politics/2005/10/the-turkish-military-is-still-in-charge.html
sadness,Scooter ... …,https://slate.com/news-and-politics/2005/10/scooter-crash.html
neutral,Introducing ... 350.,https://slate.com/news-and-politics/2005/10/introducing-the-all-new-306-hp-lexus-is-350.html
neutral,Niger-Scooter-Plame-Gate ... Niger-Scooter-Plame-Gate,https://slate.com/news-and-politics/2005/10/niger-scooter-plame-gate.html
neutral,Cheney ... 2,https://slate.com/news-and-politics/2005/10/cheney-sort-of-dodges-a-bullet.html
fear,Swimming ... Cancer,https://slate.com/technology/2005/10/swimming-for-cancer.html
neutral,Southern ... Rock,https://slate.com/culture/2005/10/southern-rock-returns-sort-of.html
neutral,America’s ... Waistline,https://slate.com/culture/2005/10/the-politics-of-fat.html
neutral,And ... Prosecutor,https://slate.com/news-and-politics/2005/10/patrick-fitzgerald-s-grand-tv-debut.html
neutral,Does ... Salaries?,https://slate.com/news-and-politics/2005/10/does-patrick-fitzgerald-get-two-salaries.html
fear,Brad ... Bears?,https://slate.com/news-and-politics/2005/10/brad-pitt-attacked-by-bears.html
sadness,"Scooter, ... Indicted",https://slate.com/news-and-politics/2005/10/scooter-indicted.html
neutral,Indictment ... Day,https://slate.com/news-and-politics/2005/10/indictment-day.html
neutral,I’m ... worthy,https://slate.com/technology/2005/10/im-not-worthy-oh-wait-yes-i-am-in-fact-worthy.html
fear,In ... Disaster,https://slate.com/news-and-politics/2005/10/in-the-market-for-disaster.html
surprise,BREAKING ... moons!,https://slate.com/technology/2005/10/breaking-news-pluto-has-three-moons.html
neutral,Beam ... Being,https://slate.com/culture/2005/10/is-alien-abduction-real.html
neutral,The ... Hollywood,https://slate.com/culture/2005/10/pushing-the-reality-envelope.html
neutral,Just ... Nice,https://slate.com/news-and-politics/2005/10/just-like-scalia-only-nice.html
neutral,Tax ... Red,https://slate.com/business/2005/10/the-bush-tax-panel-s-plan-to-screw-democrats.html
neutral,Courting ... Fight,https://slate.com/news-and-politics/2005/10/courting-a-fight.html
disgust,"Necessity, ... Invention",https://slate.com/news-and-politics/2005/10/the-fray-on-roiphe-and-dowd.html
neutral,Hands ... America,https://slate.com/human-interest/2005/10/should-catholics-hold-hands-in-church.html
neutral,Geraldo ... Large,https://slate.com/news-and-politics/2005/11/geraldo-s-new-syndicated-tabloid-show.html
neutral,Bush ... 4,https://slate.com/news-and-politics/2005/10/bush-abandonment-watch-part-4.html
neutral,Trick ... Treat,https://slate.com/news-and-politics/2005/10/trick-and-treat.html
neutral,Alito ... O’Connor,https://slate.com/news-and-politics/2005/10/how-alito-tried-to-restrict-roe.html
disgust,A ... Jihad,https://slate.com/news-and-politics/2005/10/a-woman-at-the-center-of-the-southeast-asian-jihad.html
neutral,Liar ... Fool?,https://slate.com/news-and-politics/2005/10/what-s-left-of-scooter-libby-s-reputation.html
neutral,Supreme ... Savior,https://slate.com/news-and-politics/2005/10/supreme-savior.html
neutral,"Mars, ... Hoax",https://slate.com/technology/2005/11/mars-and-the-moon-hoax.html
neutral,The ... Creamed,https://slate.com/technology/2005/11/the-creationists-get-creamed.html
neutral,Star ... I-VI,https://slate.com/culture/2005/11/the-greatest-postmodern-art-film-ever.html
surprise,Ashlee ... t.A.T.u.,https://slate.com/culture/2005/11/ashlee-simpson-vs-t-a-t-u.html
neutral,“Last ... Meal”,https://slate.com/culture/2005/11/last-meal.html
neutral,Alito ... Scalito?,https://slate.com/news-and-politics/2005/11/alito-or-scalito.html
neutral,How ... Work?,https://slate.com/news-and-politics/2005/11/how-do-church-trials-work.html
disgust,Dirty ... Harry,https://slate.com/news-and-politics/2005/11/the-senate-minority-leader-throws-a-roundhouse.html
joy,Gap ... Trail!,https://slate.com/news-and-politics/2005/11/gap-in-alito-paper-trail.html
neutral,Samuel ... Alito,https://slate.com/news-and-politics/2005/11/slate-s-samuel-alito-coverage.html
neutral,Rock ... Roe,https://slate.com/news-and-politics/2005/11/rock-and-roe.html
neutral,Mr. ... Stability,https://slate.com/news-and-politics/2005/11/scowcroft-s-rortured-realism.html
surprise,How ... Mukhlas,https://slate.com/news-and-politics/2005/11/how-paridah-met-mukhlas.html
surprise,Roe ... Back?,https://slate.com/news-and-politics/2005/11/roe-back.html
surprise,Why ... Catholics?,https://slate.com/news-and-politics/2005/11/the-political-advantages-of-catholic-justices.html
neutral,Privacy ... Sale,https://slate.com/technology/2005/11/how-to-buy-online-anonymity.html
neutral,TV ... For,https://slate.com/technology/2005/11/how-2-downloads-can-revive-network-television.html
neutral,Justified ... Comparisons?,https://slate.com/news-and-politics/2005/11/justified-comparisons.html
disgust,The ... Hate,https://slate.com/human-interest/2005/11/the-trouble-with-literally.html
neutral,First ... Light,https://slate.com/technology/2005/11/first-light.html
neutral,Repo ... Men,https://slate.com/business/2005/11/why-repo-men-are-getting-rich.html
sadness,Karl ... Dream,https://slate.com/news-and-politics/2005/11/karl-rove-s-dream-is-dead.html
neutral,Superiority ... Complex,https://slate.com/news-and-politics/2005/11/why-is-the-vice-president-setting-detainee-policy.html
sadness,The ... Movies,https://slate.com/news-and-politics/2005/11/slate-on-day-to-day-for-the-week-of-oct-31.html
neutral,Larry ... Guy,https://slate.com/news-and-politics/2005/11/america-s-favorite-redneck.html
joy,Alito’s ... Past!,https://slate.com/news-and-politics/2005/11/alito-s-secret-pinko-past.html
neutral,The ... Club,https://slate.com/news-and-politics/2005/11/when-do-senators-invoke-rule-xxi.html
neutral,Waiting ... Korrection,https://slate.com/news-and-politics/2005/11/waiting-for-the-kristof-korrection.html
neutral,"Truth, ... Way",https://slate.com/news-and-politics/2005/11/is-scooter-libby-innocent-until-proven-guilty.html
neutral,Reid ... Lead,https://slate.com/news-and-politics/2005/11/reid-takes-the-lead.html
neutral,Is ... Necessary?,https://slate.com/culture/2005/11/maureen-dowd-s-misguided-new-book.html
neutral,Power ... Suit,https://slate.com/culture/2005/11/a-younger-hipper-st-john.html
neutral,The ... I,https://slate.com/culture/2005/11/adventures-with-a-mad-scientist-s-lightning-machine.html
neutral,Detention ... Tension,https://slate.com/news-and-politics/2005/11/detention-tension.html
surprise,Visiting ... Be,https://slate.com/news-and-politics/2005/11/visiting-the-space-where-the-sari-club-used-to-be.html
neutral,Charles ... America,https://slate.com/news-and-politics/2005/11/charles-and-camilla-do-america.html
neutral,Elizabeth ... Murray,https://slate.com/culture/2005/11/how-to-look-at-an-experimental-painter.html
fear,Scooter’s ... Court,https://slate.com/news-and-politics/2005/11/scooter-s-first-day-in-court.html
neutral,Sam ... Whiz,https://slate.com/business/2005/11/sam-alito-investment-genius.html
disgust,Whither ... Blossom?,https://slate.com/news-and-politics/2005/11/whither-turd-blossom.html
neutral,Bush ... 5,https://slate.com/news-and-politics/2005/11/bush-abandonment-watch-part-5.html
fear,The ... Scam,https://slate.com/news-and-politics/2005/11/the-washington-post-bows-and-curtsies-to-charles-and-camilla.html
neutral,Take ... Prom,https://slate.com/human-interest/2005/11/anti-prom-missionaries.html
neutral,Right ... Wife,https://slate.com/technology/2005/11/why-does-judge-alito-treat-women-like-girls.html
disgust,Cloud ... Busting,https://slate.com/technology/2005/11/cloud-busting.html
disgust,Karl’s ... Bad,https://slate.com/news-and-politics/2005/11/karl-s-bad.html
sadness,No ... Indeed,https://slate.com/human-interest/2005/11/no-friend-indeed.html
neutral,The ... Wars,https://slate.com/culture/2005/11/the-depression-wars.html
neutral,Killjoys ... Killjoys,https://slate.com/culture/2005/11/killjoys-the-hell-of-not-shooting-iraqis-in-jarhead.html
neutral,Blue-Collar ... Bluebloods,https://slate.com/culture/2005/11/the-myth-of-the-working-class-racehorse.html
anger,Caught ... Lie,https://slate.com/news-and-politics/2005/11/caught-in-a-lie.html
neutral,El ... Chavo,https://slate.com/culture/2005/11/a-mexican-sitcom-about-a-street-kid.html
neutral,The ... Snob,https://slate.com/culture/2005/11/the-rock-snob-anatomized.html
neutral,Has-Been ... Stars,https://slate.com/culture/2005/11/has-been-pop-stars.html
neutral,Hard ... Read,https://slate.com/news-and-politics/2005/11/sam-alito-mystery-man.html
neutral,What ... Islamiyah?,https://slate.com/news-and-politics/2005/11/the-terrorists-wife-whatis-paridahs-role-in-jemaah-islamiyah.html
neutral,How ... Conservative”?,https://slate.com/news-and-politics/2005/11/rules-for-the-alito-games.html
neutral,"Trust, ... Numbers",https://slate.com/news-and-politics/2005/11/trust-the-numbers.html
neutral,The ... Conversation,https://slate.com/news-and-politics/2005/11/the-dangling-conversation.html
neutral,Halle ... Freak,https://slate.com/news-and-politics/2005/11/halle-berry-sixtoed-freak.html
fear,Paris ... Siege,https://slate.com/news-and-politics/2005/11/paris-under-siege.html
neutral,Does ... Warranty?,https://slate.com/news-and-politics/2005/11/do-f-16s-come-with-a-warrantee.html
neutral,The ... 1,https://slate.com/news-and-politics/2005/11/the-should-and-must-rap-sheet.html
anger,I ... way!,https://slate.com/technology/2005/11/i-led-the-way.html
surprise,It’s ... Riot!,https://slate.com/news-and-politics/2005/11/it-s-a-riot.html
surprise,Really ... Binoculars,https://slate.com/technology/2005/11/really-big-binoculars.html
neutral,Star ... Wars,https://slate.com/human-interest/2005/11/did-michelin-lower-the-bar-for-new-york.html
neutral,Rioting ... Shotgun,https://slate.com/news-and-politics/2005/11/rioting-shotgun.html
neutral,Fire ... Sale,https://slate.com/news-and-politics/2005/11/fire-sale.html
anger,Why ... Angry?,https://slate.com/news-and-politics/2005/11/shrinking-the-heads-of-nfl-wide-receivers.html
neutral,Calvin ... Hobbes,https://slate.com/culture/2005/11/the-appeal-of-calvin-and-hobbes.html
disgust,Torturous ... Debate,https://slate.com/news-and-politics/2005/11/torturous-debate.html
disgust,"Liberté, ... Stupidité",https://slate.com/news-and-politics/2005/11/liberte-egalite-stupidite.html
fear,Suburban ... Despair,https://slate.com/culture/2005/11/is-urban-sprawl-an-american-problem.html
neutral,Malek’s ... 6,https://slate.com/news-and-politics/2005/11/malek-s-list-part-6.html
neutral,Why ... Collect,https://slate.com/human-interest/2005/11/why-i-collect.html
sadness,Putting ... Divorce,https://slate.com/news-and-politics/2005/11/putting-the-duh-into-divorce.html
neutral,Realism ... Darfur,https://slate.com/news-and-politics/2005/11/what-realism-has-wrought-in-africa.html
neutral,Cookie ... Monsters,https://slate.com/technology/2005/11/why-web-surfers-love-to-hate-cookies.html
surprise,"So, ... Peugeot?",https://slate.com/news-and-politics/2005/11/how-french-hooligans-set-cars-on-fire.html
neutral,President ... Cheney,https://slate.com/news-and-politics/2005/11/how-dick-cheney-runs-national-security.html
fear,Cradle ... Terror,https://slate.com/news-and-politics/2005/11/cradle-of-terror.html
neutral,Games ... Play,https://slate.com/culture/2005/11/sumner-redstone-s-next-move.html
neutral,The ... Bars,https://slate.com/news-and-politics/2005/11/slate-on-day-to-day-for-the-week-of-nov-7.html
neutral,Avoiding ... Vegas,https://slate.com/business/2005/11/is-las-vegas-cooling-off.html
neutral,Ding-a-Ling-a-Ling ... Ding-a-Ling-a-Ling,https://slate.com/technology/2005/11/ambulances-can-be-dangerous-places.html
neutral,Naked ... Rainbows,https://slate.com/technology/2005/11/naked-rainbows.html
joy,My ... Bookstore,https://slate.com/human-interest/2005/11/my-favorite-bookstore.html
neutral,A ... Pot,https://slate.com/human-interest/2005/11/forget-your-stove-top-kettle-go-electric.html
disgust,Kansas ... Futures,https://slate.com/technology/2005/11/kansas-school-board-once-again-opts-to-crush-childrens-futures.html
anger,I’m ... Boy,https://slate.com/culture/2005/11/a-sharp-new-box-set-of-girl-group-songs.html
disgust,The ... Discipline,https://slate.com/culture/2005/11/an-easy-solution-to-every-problem-in-football.html
fear,Don’t ... Karl,https://slate.com/news-and-politics/2005/11/don-t-fire-karl.html
anger,Stupidity ... Parade,https://slate.com/news-and-politics/2005/11/stupidity-in-usa-today-the-times-and-your-local-newspaper.html
neutral,Don’t ... Paris,https://slate.com/news-and-politics/2005/11/don-t-forget-paris.html
neutral,How ... Home,https://slate.com/news-and-politics/2005/11/tornado-proofing-your-mobile-home.html
neutral,Testing ... Tribunals,https://slate.com/news-and-politics/2005/11/testing-tribunals.html
disgust,“Gravity” ... “Gravity”,https://slate.com/culture/2005/11/gravity.html
neutral,Stay ... Drawer,https://slate.com/news-and-politics/2005/11/stay-out-of-my-sock-drawer.html
neutral,Obsessive ... Drawing,https://slate.com/culture/2005/11/new-outsider-art.html
neutral,Scourby ... Knotts?,https://slate.com/news-and-politics/2005/11/chris-matthews-contest-results.html
neutral,The ... Young,https://slate.com/news-and-politics/2005/11/france-needs-less-red-tape-and-more-jobs.html
neutral,How ... Jarhead?,https://slate.com/news-and-politics/2005/11/what-one-marine-makes-of-jarhead.html
neutral,Bellwether ... Cloudy?,https://slate.com/news-and-politics/2005/11/the-fray-examines-the-off-off-election-tea-leaves.html
neutral,Ramps ... House,https://slate.com/news-and-politics/2005/11/ramps-in-the-big-house.html
neutral,How ... Work?,https://slate.com/news-and-politics/2005/11/how-does-a-high-priced-legal-team-work.html
neutral,Taking ... Picky.,https://slate.com/news-and-politics/2005/11/frist-and-hastert-are-picky-about-which-leaks-to-investigate.html
joy,Ahmad ... Tour,https://slate.com/news-and-politics/2005/11/uh-oh-ahmad-chalabi-is-back-in-the-u-s.html
anger,Donkeys ... Kicking,https://slate.com/news-and-politics/2005/11/donkeys-kicking.html
neutral,"Debo, ... Devonshire",https://slate.com/human-interest/2005/11/debo-the-dowager-duchess-of-devonshire.html
neutral,Where ... BadAstroBloggers?,https://slate.com/technology/2005/11/where-are-the-badastrobloggers.html
neutral,Out ... Ballgame,https://slate.com/news-and-politics/2005/11/more-baseball-analogies-from-capitol-hill.html
neutral,The ... Brays,https://slate.com/news-and-politics/2005/11/the-donkey-brays.html
disgust,"Luck, ... Thuggery",https://slate.com/culture/2005/11/luck-pluck-and-thuggery.html
anger,End ... Deduction!,https://slate.com/news-and-politics/2005/11/end-the-mortgage-interest-deduction.html
neutral,Jihad ... Jordan,https://slate.com/news-and-politics/2005/11/jihad-in-jordan.html
anger,I ... Yesterday!,https://slate.com/news-and-politics/2005/11/why-it-takes-so-long-to-drill-for-oil-in-alaska.html
neutral,No ... Fire,https://slate.com/news-and-politics/2005/11/alito-the-hard-ass.html
neutral,March ... Penguins,https://slate.com/human-interest/2005/11/march-of-the-penguins.html
neutral,David ... Hater,https://slate.com/culture/2005/11/david-brooks-vs-gangsta-rap.html
surprise,Isn’t ... Spousal,https://slate.com/technology/2005/11/alito-abortion-sexism-and-the-polls.html
neutral,Bush ... 7,https://slate.com/news-and-politics/2005/11/bush-abandonment-watch-part-7.html
neutral,Irony ... Maiden,https://slate.com/culture/2005/11/sarah-silverman-rapes-american-comedy.html
neutral,The ... Jeans,https://slate.com/culture/2005/11/the-secret-language-of-jeans.html
fear,Amman ... Attacks,https://slate.com/news-and-politics/2005/11/amman-attacks.html
neutral,Sarah ... Silverman,https://slate.com/news-and-politics/2005/11/sarah-silverman-comedian.html
surprise,What ... Vegas,https://slate.com/human-interest/2005/11/whathappensin-vegas.html
neutral,Old ... Jobs,https://slate.com/news-and-politics/2005/11/new-jobs-for-europe-s-old-politicians.html
neutral,Bush ... 6,https://slate.com/news-and-politics/2005/11/bush-abandonment-watch-part-6.html
neutral,Austen ... Power,https://slate.com/culture/2005/11/austen-power-a-fleet-pride-and-prejudice.html
disgust,Weird ... Rock,https://slate.com/culture/2005/11/new-york-s-new-avant-garde.html
neutral,La ... Haine,https://slate.com/culture/2005/11/the-film-that-predicted-the-french-riots.html
neutral,Miracle ... Ice,https://slate.com/culture/2005/11/can-comcast-use-hockey-to-take-on-espn.html
sadness,Congressional ... Sow,https://slate.com/news-and-politics/2005/11/congressional-strip-sow.html
neutral,Spillover ... Jordan,https://slate.com/news-and-politics/2005/11/the-iraqi-insurgency-goes-global.html
neutral,Who ... Are,https://slate.com/news-and-politics/2005/11/who-they-are.html
neutral,"Jordan, ... After",https://slate.com/news-and-politics/2005/11/jordan-the-day-after.html
neutral,A ... Constitutions,https://slate.com/news-and-politics/2005/11/great-britain-land-of-freedom.html
neutral,Silver ... Showers,https://slate.com/news-and-politics/2005/11/silver-showers-sarah-silverman-s-great-geysers-of-filth.html
neutral,Obscure ... Copper,https://slate.com/business/2005/11/obscure-economic-indicator-the-price-of-copper.html
surprise,Revisionist ... History?,https://slate.com/news-and-politics/2005/11/revisionist-history.html
neutral,First-Date ... Cruise,https://slate.com/news-and-politics/2005/11/firstdate-tips-from-tom-cruise.html
neutral,The ... Collection,https://slate.com/human-interest/2005/11/book-hunting-in-britain-the-barnes-collection.html
neutral,Take ... President,https://slate.com/news-and-politics/2005/11/mccain-s-excellent-advice-for-bush.html
neutral,King ... Dilemma,https://slate.com/news-and-politics/2005/11/the-middle-east-press-on-the-jordan-bombings.html
sadness,Fatal ... Fellatio,https://slate.com/technology/2005/11/fatal-fellatio.html
neutral,Press ... Sulzberger,https://slate.com/news-and-politics/2005/11/press-secretary-arthur-sulzberger-jr.html
neutral,Push-Back ... Track,https://slate.com/news-and-politics/2005/11/push-back-on-track.html
neutral,Sky ... Factory,https://slate.com/technology/2005/11/sky-factory.html
sadness,Beleaguered ... Seniors,https://slate.com/news-and-politics/2005/11/beleaguered-seniors.html
neutral,Three-Quarter ... Truths,https://slate.com/news-and-politics/2005/11/three-quarter-truths.html
neutral,Sandra ... O’Connor,https://slate.com/culture/2005/11/a-new-look-at-sandra-day-o-connor.html
neutral,What ... France,https://slate.com/news-and-politics/2005/11/what-went-wrong-in-france.html
neutral,Bush ... 8,https://slate.com/news-and-politics/2005/11/bush-abandonment-watch-part-8.html
fear,Ukraine’s ... Revolution,https://slate.com/news-and-politics/2005/11/another-chapter-in-the-ukrainian-murder-mystery.html
neutral,Bomb ... Fashion,https://slate.com/news-and-politics/2005/11/bomb-fashion.html
neutral,What ... Writ,https://slate.com/news-and-politics/2005/11/what-the-senate-hath-writ.html
neutral,Senate ... Demerit,https://slate.com/news-and-politics/2005/11/lindsey-graham-gets-the-law-of-detention-wrong.html
neutral,Introducing ... Podcast,https://slate.com/news-and-politics/2005/11/introducing-the-explainer-podcast.html
neutral,Movies ... Adults,https://slate.com/culture/2005/11/hollywood-s-fixation-on-teens.html
neutral,NASA ... News,https://slate.com/technology/2005/11/nasa-news.html
fear,Dark ... Knight,https://slate.com/business/2005/11/why-would-anyone-buy-a-newspaper-company.html
neutral,Digital ... Mismanagement,https://slate.com/technology/2005/11/how-apple-cashes-in-on-piracy-prevention.html
neutral,Pat ... Pope,https://slate.com/technology/2005/11/pat-robertson-vs-the-pope.html
neutral,I ... You,https://slate.com/news-and-politics/2005/11/parsing-bush-s-new-mantra.html
neutral,Bush ... 9,https://slate.com/news-and-politics/2005/11/bush-abandonment-watch-part-9.html
neutral,Let ... Roe,https://slate.com/news-and-politics/2005/11/slate-readers-poll-on-discussions-of-roe-v-wade.html
neutral,This ... Releases,https://slate.com/news-and-politics/2005/11/slate-on-day-to-day-for-the-week-of-nov-14.html
joy,A ... Heel,https://slate.com/human-interest/2005/11/a-day-in-the-life-of-a-tar-heel.html
neutral,“Steelhead” ... “Steelhead”,https://slate.com/culture/2005/11/steelhead.html
neutral,From ... League,https://slate.com/human-interest/2005/11/from-kabul-to-the-ivy-league.html
fear,My ... Crush,https://slate.com/news-and-politics/2005/11/what-book-mesmerized-you-in-college.html
neutral,America’s ... University,https://slate.com/news-and-politics/2005/11/does-american-college-need-reform.html
neutral,Katrina ... Cough,https://slate.com/technology/2005/11/katrina-cough.html
neutral,Monk-y ... Brains,https://slate.com/technology/2005/11/the-dalai-lama-phones-it-in.html
neutral,Once ... Time…,https://slate.com/technology/2005/11/once-upon-a-time.html
neutral,Reform ... Contd.,https://slate.com/news-and-politics/2005/11/reform-school-contd.html
neutral,College ... Makeover,https://slate.com/news-and-politics/2005/11/college-makeover-6.html
fear,Reforming ... College,https://slate.com/news-and-politics/2005/11/reforming-college.html
neutral,"Special, ... Equal?",https://slate.com/news-and-politics/2005/11/special-but-equal.html
neutral,All ... Papers,https://slate.com/news-and-politics/2005/11/how-presidential-libraries-work.html
neutral,The ... Generation,https://slate.com/news-and-politics/2005/11/when-the-boomers-lose-control-of-the-media.html
neutral,Slate ... College,https://slate.com/news-and-politics/2005/11/slate-s-college-week.html
neutral,How ... Ed,https://slate.com/news-and-politics/2005/11/how-special-ed.html
neutral,Is ... Thinks?,https://slate.com/human-interest/2005/11/is-college-as-debauched-as-tom-wolfe-thinks.html
neutral,What ... Manuals?,https://slate.com/news-and-politics/2005/11/what-s-an-army-field-manual.html
sadness,Woodward ... Woodwork,https://slate.com/news-and-politics/2005/11/woodward-exits-from-woodwork.html
neutral,Woodward ... Men,https://slate.com/news-and-politics/2005/11/woodward-and-the-president-s-men.html
neutral,Tin ... Again,https://slate.com/technology/2005/11/tin-foiled-again.html
neutral,Bob ... Timetable,https://slate.com/news-and-politics/2005/11/bob-woodward-s-questionable-timetable.html
disgust,Confessions ... Journalist,https://slate.com/news-and-politics/2005/11/confessions-of-a-college-journalist.html
neutral,We ... Plan,https://slate.com/news-and-politics/2005/11/we-still-don-t-have-a-plan.html
neutral,The ... Chase,https://slate.com/news-and-politics/2005/11/the-trouble-with-for-profit-colleges.html
anger,Attack ... Blogs,https://slate.com/news-and-politics/2005/11/attack-of-the-career-killing-blogs.html
fear,Will ... Warlords?,https://slate.com/human-interest/2005/11/akbar-at-yale-will-econ-help-me-protect-afghanistan-from-warlords.html
disgust,The ... Torture,https://slate.com/technology/2005/11/the-birth-of-soft-torture.html
joy,The ... Campus,https://slate.com/news-and-politics/2005/11/what-happens-when-students-rate-their-teachers-online.html
neutral,Technical ... Knockout,https://slate.com/technology/2005/11/the-overconfidence-of-stem-cell-liberals.html
neutral,Bob ... Judy,https://slate.com/news-and-politics/2005/11/bob-woodward-is-not-judith-miller.html
neutral,Patriot ... Redux?,https://slate.com/news-and-politics/2005/11/patriot-act-redux.html
fear,How ... Town,https://slate.com/news-and-politics/2005/11/how-do-you-start-your-own-town.html
surprise,I’m ... Famous,https://slate.com/news-and-politics/2005/11/celebrities-interviewing-celebrities.html
sadness,Working ... Thesis,https://slate.com/human-interest/2005/11/carolina-blue-working-hard-on-not-writing-my-thesis.html
neutral,Run ... Life,https://slate.com/human-interest/2005/11/run-for-your-life.html
fear,The ... Theory,https://slate.com/news-and-politics/2005/11/in-defense-of-literary-theory.html
neutral,The ... Box,https://slate.com/human-interest/2005/11/why-have-catholics-stopped-confessing.html
neutral,Space ... Studs,https://slate.com/technology/2005/11/space-studs.html
anger,Patriot ... Int-Act,https://slate.com/news-and-politics/2005/11/patriot-int-act.html
neutral,The ... Gall,https://slate.com/news-and-politics/2005/11/craig-lucas-hateful-dying-gaul-plus-walk-the-line-never-wobbles.html
neutral,College ... Radio,https://slate.com/news-and-politics/2005/11/what-s-changed-and-what-hasn-t.html
neutral,Housing ... Insurance,https://slate.com/business/2005/11/how-to-insure-your-home-against-the-housing-bubble.html
anger,Bless ... Tendencies,https://slate.com/technology/2005/11/bless-me-father-for-i-have-tendencies.html
neutral,Beavis ... Butt-Head,https://slate.com/culture/2005/11/the-beckett-like-purity-of-mtv-s-dumb-ass-duo.html
neutral,What ... Debate?,https://slate.com/news-and-politics/2005/11/why-there-is-no-honesty-about-abortion.html
disgust,Cannibalicious ... Cannibalicious,https://slate.com/news-and-politics/2005/11/national-geographic-s-cannibalicious-documentary.html
neutral,Cash ... Harry,https://slate.com/news-and-politics/2005/11/cash-and-harry.html
disgust,The ... Distraction,https://slate.com/news-and-politics/2005/11/are-wireless-classrooms-a-good-idea.html
neutral,Post-Boomers ... Over,https://slate.com/news-and-politics/2005/11/oh-the-headlines-the-post-boomers-will-write.html
joy,The ... Alive!,https://slate.com/news-and-politics/2005/11/the-sexiest-tabloid-alive.html
surprise,What’s ... Official?,https://slate.com/news-and-politics/2005/11/whats-a-senior-administration-official.html
neutral,Cheney’s ... Evidence,https://slate.com/news-and-politics/2005/11/cheney-s-latest-weaselly-arguments.html
neutral,The ... Murtha,https://slate.com/news-and-politics/2005/11/the-meaning-of-murtha.html
neutral,Murthquake ... Murthquake,https://slate.com/news-and-politics/2005/11/murthquake.html
fear,Scary ... Harry,https://slate.com/culture/2005/11/the-new-scarier-harry-potter.html
neutral,Needles ... Threads,https://slate.com/news-and-politics/2005/11/the-week-s-best-from-the-fray.html
sadness,Beaned ... Curveball,https://slate.com/news-and-politics/2005/11/beaned-by-a-curveball.html
neutral,Swift ... Reward,https://slate.com/technology/2005/11/swift-reward.html
neutral,The ... Monologues,https://slate.com/news-and-politics/2005/11/the-china-monologues.html
neutral,Red ... Herring,https://slate.com/technology/2005/11/the-open-source-movement-isn-t-communism.html
